Added,Category,External Link,Framework,Domain,Practice,Title,Description,XML Definition
FALSE,Authentication,,CMMC,Access Control,AC.2.013,Remote Access Whitelist - Access Attempts from Whitelisted Sources - Distinct Count,Remote Access Whitelist - Access Attempts from Whitelisted Sources - Distinct Count,"<panel>

  <single>

  <title>Remote Access Whitelist - Access Attempts from Whitelisted Sources - Distinct Count</title>

  <search>

  <query>| tstats count from datamodel=Authentication WHERE (Authentication.src!=""10.0.0.0/8"" AND Authentication.src!=""172.16.0.0/12"" AND Authentication.src!=""127.0.0.0/8"" AND Authentication.src!=""192.168.0.0/16"") by Authentication.src

 | rename Authentication.src as src | lookup whitelist_remote remote_host AS src

 | eval approval_status = if(is_approved ==1, ""Whitelisted"",""Not_Whitelisted"")

 | search approval_status = ""Whitelisted""

 | stats sum(count) as count</query>

 <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""colorBy"">value</option>

  <option name=""colorMode"">block</option>

  <option name=""drilldown"">all</option>

  <option name=""height"">115</option>

  <option name=""numberPrecision"">0</option>

  <option name=""rangeColors"">[""0x53a051"",""0xf8be34"",""0xf1813f"",""0xdc4e41""]</option>

  <option name=""rangeValues"">[300,600,900]</option>

  <option name=""refresh.display"">progressbar</option>

  <option name=""showSparkline"">1</option>

  <option name=""showTrendIndicator"">1</option>

  <option name=""trellis.enabled"">0</option>

  <option name=""trellis.scales.shared"">1</option>

  <option name=""trellis.size"">large</option>

  <option name=""trendColorInterpretation"">standard</option>

  <option name=""trendDisplayMode"">absolute</option>

  <option name=""underLabel"">Remote Authentication Attempts</option>

  <option name=""unitPosition"">after</option>

  <option name=""useColors"">1</option>

  <option name=""useThousandSeparators"">1</option>

  </single>

  </panel>"
FALSE,Authentication,,CMMC,Access Control,AC.2.013,Remote Access Whitelist - Access Attempts from Non-Whitelisted Sources - Distinct Count,Remote Access Whitelist - Access Attempts from Non-Whitelisted Sources - Distinct Count,"<panel>

  <single>

  <title>Remote Access Whitelist - Access Attempts from Non-Whitelisted Sources - Distinct Count</title>

  <search>

  <query>| tstats count from datamodel=Authentication WHERE (Authentication.src!=""10.0.0.0/8"" AND Authentication.src!=""172.16.0.0/12"" AND Authentication.src!=""127.0.0.0/8"" AND Authentication.src!=""192.168.0.0/16"") by Authentication.src

 | rename Authentication.src as src

 | lookup whitelist_remote remote_host AS src

 | eval approval_status = if(is_approved ==1, ""Whitelisted"",""Not_Whitelisted"")

 | search approval_status = ""Not_Whitelisted""

 | stats sum(count) as count</query>

 <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""colorBy"">value</option>

  <option name=""colorMode"">block</option>

  <option name=""drilldown"">all</option>

  <option name=""height"">115</option>

  <option name=""numberPrecision"">0</option>

  <option name=""rangeColors"">[""0xf8be34"",""0xf1813f"",""0xdc4e41""]</option>

  <option name=""rangeValues"">[300,600]</option>

  <option name=""refresh.display"">progressbar</option>

  <option name=""showSparkline"">1</option>

  <option name=""showTrendIndicator"">1</option>

  <option name=""trellis.enabled"">0</option>

  <option name=""trellis.scales.shared"">1</option>

  <option name=""trellis.size"">large</option>

  <option name=""trendColorInterpretation"">standard</option>

  <option name=""trendDisplayMode"">absolute</option>

  <option name=""underLabel"">Remote Authentication Attempts</option>

  <option name=""unitPosition"">after</option>

  <option name=""useColors"">1</option>

  <option name=""useThousandSeparators"">1</option>

  </single>

  </panel>"
FALSE,Authentication,,CMMC,Access Control,AC.2.013,Remote Access Whitelist - Approved vs Unapproved Systems,Remote Access Whitelist - Approved vs Unapproved Systems,"<panel>

  <chart>

  <title>Remote Access Whitelist - Approved vs Unapproved Systems</title>

  <search>

  <query>| tstats count from datamodel=Authentication WHERE (Authentication.src!=""10.0.0.0/8"" AND Authentication.src!=""172.16.0.0/12"" AND Authentication.src!=""127.0.0.0/8"" AND Authentication.src!=""192.168.0.0/16"") by Authentication.src

 | rename Authentication.src as src

 | lookup whitelist_remote remote_host AS src

 | eval approval_status = if(is_approved ==1, ""Approved"",""Unapproved"")

 | chart sum(count) as count by approval_status</query>

 <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""charting.axisLabelsX.majorLabelStyle.overflowMode"">ellipsisNone</option>

  <option name=""charting.axisLabelsX.majorLabelStyle.rotation"">0</option>

  <option name=""charting.axisTitleX.visibility"">visible</option>

  <option name=""charting.axisTitleY.visibility"">visible</option>

  <option name=""charting.axisTitleY2.visibility"">visible</option>

  <option name=""charting.axisX.abbreviation"">none</option>

  <option name=""charting.axisX.scale"">linear</option>

  <option name=""charting.axisY.abbreviation"">none</option>

  <option name=""charting.axisY.scale"">linear</option>

  <option name=""charting.axisY2.abbreviation"">none</option>

  <option name=""charting.axisY2.enabled"">0</option>

  <option name=""charting.axisY2.scale"">inherit</option>

  <option name=""charting.chart"">column</option>

  <option name=""charting.chart.bubbleMaximumSize"">50</option>

  <option name=""charting.chart.bubbleMinimumSize"">10</option>

  <option name=""charting.chart.bubbleSizeBy"">area</option>

  <option name=""charting.chart.nullValueMode"">gaps</option>

  <option name=""charting.chart.showDataLabels"">none</option>

  <option name=""charting.chart.sliceCollapsingThreshold"">0.01</option>

  <option name=""charting.chart.stackMode"">default</option>

  <option name=""charting.chart.style"">shiny</option>

  <option name=""charting.drilldown"">none</option>

  <option name=""charting.layout.splitSeries"">0</option>

  <option name=""charting.layout.splitSeries.allowIndependentYRanges"">0</option>

  <option name=""charting.legend.labelStyle.overflowMode"">ellipsisMiddle</option>

  <option name=""charting.legend.mode"">standard</option>

  <option name=""charting.legend.placement"">right</option>

  <option name=""charting.lineWidth"">2</option>

  <option name=""refresh.display"">progressbar</option>

  <option name=""trellis.enabled"">0</option>

  <option name=""trellis.scales.shared"">1</option>

  <option name=""trellis.size"">medium</option>

  </chart>

  </panel>"
FALSE,Web,,CMMC,Access Control,AC.2.016,Proxy Server - Blocked Requests,Proxy Server - Blocked Requests,"<panel>

  <single>

  <title>Proxy Server - Blocked Requests</title>

  <search>

  <query>| tstats count from datamodel=Web where Web.app=""Websense Proxy"" AND Web.action=""blocked"" by _time span=1d</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </single>

  </panel>"
FALSE,Web,,CMMC,Access Control,AC.2.016,Proxy Server - Allowed Requests,Proxy Server - Allowed Requests,"<panel>

  <single>

  <title>Proxy Server - Allowed Requests</title>

  <search>

  <query>| tstats count from datamodel=Web where Web.app=""Websense Proxy"" AND Web.action=""allowed"" by _time span=1d</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </single>

  </panel>"
FALSE,Web,,CMMC,Access Control,AC.2.016,Proxy Server - Top Blocked Destinations,Proxy Server - Top Blocked Destinations,"<panel>

  <table>

  <title>Proxy Server - Top Blocked Destinations</title>

  <search>

  <query>| tstats count from datamodel=Web where Web.app=""Websense Proxy"" AND Web.action=""blocked"" by Web.action, Web.url, Web.src

 | rename Web.action as action, Web.url as url, Web.src as src Web.dest as dest

 | sort 0 count, url

 | rename action as Action url as ""Destination URL"" src as ""Request Source"" count as Count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  </table>

  </panel>"
FALSE,Web,,CMMC,Access Control,AC.2.016,Proxy Data by Action,Proxy Data by Action,"<panel>

  <viz type=""sankey_diagram_app.sankey_diagram"">

  <title>Proxy Data by Action</title>

  <search>

  <query>| tstats count from datamodel=Web where Web.app=""Websense Proxy"" by Web.action, Web.url, Web.src

 | rename Web.src as src Web.action as action Web.url as url

 | eval domain = replace(url, ""^(\w+:\/\/?[^\/]+)(.*)"",""\1/"")

 | stats count by src, action, domain

 | appendpipe

  [ stats count by src, action

  | rename src as source, action as target]

 | appendpipe

  [ stats count by action, domain

  | rename action as source, domain as target]

 | search source=*

 | fields source target count</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""height"">690</option>

  <option name=""refresh.display"">progressbar</option>

  </viz>

  </panel>"
FALSE,,,CMMC,Audit and Accountability,AU.2.041,Failed Privilege Escalation,Failed Privilege Escalation,"<panel>

  <table>

  <title>Failed Privilege Escalation</title>

  <search>

  <query>tag=local tag=privileged vendor_action=*fail* | stats count by src, src_user, app, vendor_action</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  </table>

  </panel>"
FALSE,Authentication,,CMMC,Audit and Accountability,AU.2.041,Successful Logins - Remote,Successful Logins - Remote,"<panel>

  <table>

  <title>Successful Logins - Remote</title>

  <search>

  <query>| tstats count from datamodel=Authentication where nodename=Authentication.Successful_Authentication AND (Authentication.src!=""10.0.0.0/8"" OR Authentication.src!=""172.16.0.0/12"" OR Authentication.src!=""192.168.0.0/16"") by Authentication.user, Authentication.src, Authentication.dest _time

 | rename Authentication.src as src, Authentication.user as user, Authentication.dest as dest

 | table _time, user, src, dest</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""count"">10</option>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </table>

  </panel>"
FALSE,Authentication,,CMMC,Audit and Accountability,AU.2.041,Failed Logins - Remote,Failed Logins - Remote,"<panel>

  <table>

  <title>Failed Logins - Remote</title>

  <search>

  <query>| tstats count from datamodel=Authentication where nodename=Authentication.Failed_Authentication AND ( Authentication.src!=""10.0.0.0/8"" OR Authentication.src!=""172.16.0.0/12"" OR Authentication.src!=""192.168.0.0/16"") by Authentication.user, Authentication.src, Authentication.dest _time

 | rename Authentication.src as src, Authentication.user as user, Authentication.dest as dest

 | table _time, user, src, dest</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""count"">10</option>

  <option name=""drilldown"">none</option>

  <option name=""refresh.display"">progressbar</option>

  </table>

  </panel>"
FALSE,Authentication,,CMMC,Audit and Accountability,AU.2.041,Remote Login Activity - Success - Geolocation by source IP,Remote Login Activity - Success - Geolocation by source IP,"<panel>

  <map>

  <title>Remote Login Activity - Success - Geolocation by source IP</title>

  <search>

  <query>| tstats count from datamodel=Authentication where nodename=Authentication.Successful_Authentication AND (Authentication.src!=""10.0.0.0/8"" OR Authentication.src!=""172.16.0.0/12"" OR Authentication.src!=""192.168.0.0/16"") by Authentication.user, Authentication.src, Authentication.action

 | rename Authentication.src as src, Authentication.user as user, Authentication.action as action | stats sum(count) as total by src

 | iplocation src

 | geostats sum(total) by Country globallimit=200</query>

  <earliest>$time_tok.earliest$</earliest>

  <latest>$time_tok.latest$</latest>

  </search>

  <option name=""drilldown"">none</option>

  <option name=""mapping.choroplethLayer.colorBins"">5</option>

  <option name=""mapping.choroplethLayer.colorMode"">auto</option>

  <option name=""mapping.choroplethLayer.maximumColor"">0xaf575a</option>

  <option name=""mapping.choroplethLayer.minimumColor"">0x62b3b2</option>

  <option name=""mapping.choroplethLayer.neutralPoint"">0</option>

  <option name=""mapping.choroplethLayer.shapeOpacity"">0.75</option>

  <option name=""mapping.choroplethLayer.showBorder"">1</option>

  <option name=""mapping.data.maxClusters"">100</option>

  <option name=""mapping.legend.placement"">bottomright</option>

  <option name=""mapping.map.center"">(0,0)</option>

  <option name=""mapping.map.panning"">1</option>

  <option name=""mapping.map.scrollZoom"">0</option>

  <option name=""mapping.map.zoom"">2</option>

  <option name=""mapping.markerLayer.markerMaxSize"">50</option>

  <option name=""mapping.markerLayer.markerMinSize"">10</option>

  <option name=""mapping.markerLayer.markerOpacity"">0.8</option>

  <option name=""mapping.showTiles"">1</option>

  <option name=""mapping.tileLayer.maxZoom"">7</option>

  <option name=""mapping.tileLayer.minZoom"">0</option>

  <option name=""mapping.tileLayer.tileOpacity"">1</option>

  <option name=""mapping.type"">marker</option>

  <option name=""refresh.display"">progressbar</option>

  <option name=""trellis.enabled"">0</option>

  <option name=""trellis.scales.shared"">1</option>

  <option name=""trellis.size"">medium</option>

  </map>

  </panel>"
